date,close,logprice
2010-07-12,6077.18994140625,8.712297687432036
2010-07-13,6191.1298828125,8.73087288259371
2010-07-14,6209.759765625,8.733877489094697
2010-07-15,6149.35986328125,8.724103268111767
2010-07-16,6040.27001953125,8.706203995150018
2010-07-19,6009.10986328125,8.701031907288986
2010-07-20,5967.490234375,8.694081721743276
2010-07-21,5990.3798828125,8.697910108599816
2010-07-22,6142.14990234375,8.72293010681557
2010-07-23,6166.33984375,8.726860722683035
2010-07-26,6194.2099609375,8.731370257429985
2010-07-27,6207.31005859375,8.733482918218039
2010-07-28,6178.93994140625,8.728902005221906
2010-07-29,6134.7001953125,8.721716488031213
2010-07-30,6147.97021484375,8.723877259956405
2010-08-02,6292.1298828125,8.747054906497299
2010-08-03,6307.91015625,8.74955970515493
2010-08-04,6331.330078125,8.753265615992031
2010-08-05,6333.580078125,8.753620928425505
2010-08-06,6259.6298828125,8.741876338194885
2010-08-09,6351.60009765625,8.756462044027005
2010-08-10,6286.25,8.746119987486175
2010-08-11,6154.06982421875,8.724868901969513
2010-08-12,6135.169921875,8.721793053888593
2010-08-13,6110.41015625,8.7177491785951
2010-08-16,6110.56982421875,8.71777530873671
2010-08-17,6206.39990234375,8.733336280950937
2010-08-18,6186.31005859375,8.730094074619657
2010-08-19,6075.1298828125,8.711958647867034
2010-08-20,6005.16015625,8.700374404641364
2010-08-23,6010.91015625,8.701331456371149
2010-08-24,5935.43994140625,8.688696430902466
2010-08-25,5899.5,8.682622880539974
2010-08-26,5912.580078125,8.684837576577392
2010-08-27,5951.169921875,8.691343104736621
2010-08-30,5912.41015625,8.68480883712448
2010-08-31,5925.22021484375,8.68697313237489
2010-09-01,6083.89990234375,8.713401200637616
2010-09-02,6083.85009765625,8.71339301429462
2010-09-03,6134.6201171875,8.721703434639018
2010-09-06,6155.0400390625,8.72502654372534
2010-09-07,6117.89013671875,8.718972567164643
2010-09-08,6164.43994140625,8.726552566606633
2010-09-09,6221.52001953125,8.735769532008668
2010-09-10,6214.77001953125,8.734683999162195
2010-09-13,6261.68017578125,8.74220382676876
2010-09-14,6275.41015625,8.744394125409698
2010-09-15,6261.8701171875,8.742234160244783
2010-09-16,6249.64990234375,8.740280725536513
2010-09-17,6209.759765625,8.733877489094697
2010-09-20,6294.580078125,8.747444237045322
2010-09-21,6275.97998046875,8.744484923992633
2010-09-22,6208.330078125,8.733647230250654
2010-09-23,6184.7099609375,8.729835389779984
2010-09-24,6298.2998046875,8.748035003685724
2010-09-27,6278.89013671875,8.744948514021834
2010-09-28,6276.08984375,8.744502429198196
2010-09-29,6246.919921875,8.739843808758456
2010-09-30,6229.02001953125,8.736974299172765
2010-10-01,6211.33984375,8.73413190749294
2010-10-04,6134.2099609375,8.721636573129398
2010-10-05,6215.830078125,8.734854555464866
2010-10-06,6270.72998046875,8.743648051167366
2010-10-07,6276.25,8.744527947348915
2010-10-08,6291.669921875,8.746981802833087
2010-10-11,6309.509765625,8.749813260857042
2010-10-12,6304.56982421875,8.749030018350348
2010-10-13,6434.52001953125,8.769432528208894
2010-10-14,6455.27001953125,8.772652133471881
2010-10-15,6492.2998046875,8.778372108203971
2010-10-18,6516.6298828125,8.78211263214827
2010-10-19,6490.68994140625,8.77812411243089
2010-10-20,6524.5498046875,8.783327234360407
2010-10-21,6611.009765625,8.796491684510675
2010-10-22,6605.83984375,8.795709361598412
2010-10-25,6639.2099609375,8.800748253605065
2010-10-26,6613.7998046875,8.796913624666269
2010-10-27,6568.0,8.789964651132264
2010-10-28,6595.27978515625,8.794109488081155
2010-10-29,6601.3701171875,8.795032499983222
2010-11-01,6604.85986328125,8.795560999968478
2010-11-02,6654.31005859375,8.803020052816779
2010-11-03,6617.7998046875,8.797518237901242
2010-11-04,6734.68994140625,8.815027050874006
2010-11-05,6754.2001953125,8.817919841506006
2010-11-08,6750.5,8.817371855197301
2010-11-09,6787.81005859375,8.82288364402298
2010-11-10,6719.83984375,8.812819600457892
2010-11-11,6723.41015625,8.8133507685287
2010-11-12,6734.60986328125,8.815015160408107
2010-11-15,6790.169921875,8.823231245552574
2010-11-16,6663.240234375,8.804361166899064
2010-11-17,6700.06982421875,8.809873226849941
2010-11-18,6832.10986328125,8.829388816030162
2010-11-19,6843.5498046875,8.83106185328795
2010-11-22,6822.0498046875,8.827915263551107
2010-11-23,6705.0,8.81060879571578
2010-11-24,6823.7998046875,8.828171751796205
2010-11-25,6879.66015625,8.836324533813476
2010-11-26,6848.97998046875,8.831855012207614
2010-11-29,6697.97021484375,8.809559806471128
2010-11-30,6688.490234375,8.808143452672528
2010-12-01,6866.6298828125,8.834428709223248
2010-12-02,6957.60986328125,8.847591283901497
2010-12-03,6947.72021484375,8.846168858105143
2010-12-06,6954.3798828125,8.847126939032686
2010-12-07,7001.91015625,8.853938270276906
2010-12-08,6975.8701171875,8.850212346893054
2010-12-09,6964.16015625,8.848532298362004
2010-12-10,7006.169921875,8.854546457227945
2010-12-13,7029.39013671875,8.857855229507972
2010-12-14,7027.39990234375,8.857572058971488
2010-12-15,7016.3701171875,8.856001285965558
2010-12-16,7024.39990234375,8.857145067399266
2010-12-17,6982.4501953125,8.851155165006569
2010-12-20,7018.60009765625,8.856319060845502
2010-12-21,7077.990234375,8.864745281189142
2010-12-22,7067.919921875,8.863321503702938
2010-12-23,7057.68994140625,8.861873073177636
2010-12-27,6970.72998046875,8.84947523004515
2010-12-28,6972.10009765625,8.849671763630402
2010-12-29,6995.47021484375,8.853018106404823
2010-12-30,6914.18994140625,8.841331092103967
2011-01-03,6989.740234375,8.85219867207308
2011-01-04,6975.35009765625,8.850137798642296
2011-01-05,6939.81982421875,8.845031091235699
2011-01-06,6981.39013671875,8.85100333591506
2011-01-07,6947.83984375,8.84618607639728
2011-01-10,6857.06005859375,8.833034065973402
